Unnamed: 0.1,Unnamed: 0,full_text,Text_English,Polarity,Score
27,27,polemik putus mk batas usia caprescawapres pdip berat pasang ganjar dgn gibran nyata mjd diskusi serius teman mjd pdip sikap spt itusedangkan mrk undang,Polemic Breaking Mk The age limit of the PDIP Presidential Candidate PDIP PDIP weight pairs of Ganjar with a real Gibran MJD serious discussion of friends MJD PDIP attitude like that while they are invited,-0.0666666666666666,negative
28,28,manipulasi hukum cermin putus mahkamah konsitusi mk nomor puuxxi batas usia capres cawapres prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,Manipulation of Mirror Legal Disconnect Constitutional Court MK Puuxxi Age Limits of Vice President Candidates Prabowogibranis Special TimeAnDonesiaMaju Prabowogemoy Prabowo Subianto,0.2785714285714286,positive
29,29,andre nilai tren elektabilitas prabowogibran pascaputusan mahkamah konstitusi mk batas usia caprescawapres prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,Andre Prabowogibran Electability Trend Value after the Constitutional Court of Constitutional Court MK Age Limits of Presidential Candidate Prabowogibranis Special Prabowogemoy with the Association of Prabowo Subianto,0.3571428571428571,positive
30,30,mikuroq gugat parpol batas usia capres cawapres tolak mk lucu adlh mk proses gugat dari mahasiswa uns proses serta pilpres proses aju gugat masalah timbul putus mk ngadali konstitusi tekan jokowi,Mikuroq ​​Sues for the age limit of the Vice Presidential Candidate Reject Mk Funny Mk Mk The process of the UNS Student Process and the Presidential Election of the Process of the Advanced Process of the Problem Breaking MK MK Ngadali Constitution Jokowi Press,0.325,positive
31,31,kafiradikalis konteks bahas putus batas usia cawapres gw aku manuver putus mk batas usia keblinger bawa aktivis buruh bahas batas usia caprescawapres hubung otak bawa kemari,Kafiradikalis Context Discussing Breaking Age Limits of Vice President I MANUVER BREAK MK MK Age Limit Bring Labor Activists Discuss the age limit of the Presidential Candidate Candidate Brain Brief Bringing here,0.0,neutral
32,32,ketua partai demokrasi indonesia juang pdip megawati soekarnoputri buka suara kait situasi dinamika politik kontroversi putus mahkamah konstitusi mk kait batas usia caprescawapres ,Chairman of the Indonesian Democratic Party of Democracy PDIP Megawati Soekarnoputri opens the sound of the hooks of the political dynamics of the controversy of the Constitutional Court of the Constitutional Court.,0.2,positive
33,33,atur undang november kpu revisi batas usia minimum caprescawapres sesuai amar putus mahkamah konstitusi mk nomor puuxxi prabowo,Set the November Law on the Revised Revised Limit of the Minimum Candidate for the Presidential Candidate in accordance,0.0,neutral
34,34,hmi hmilhokseumaweacehutara putusanmk konstitusinegara putus mahkamah konstitusi mk kait minimal batas usia caprescawapres inkonstitusional simpang konstitusi negara ,HMI Hmilhokseumaweacehutara Decisions of the Constitutional Constitution of the Constitutional Court of Constitutional Court MK Hook Minimum Age Limits of Presidential Candidates for Inconstitutional Constitutional Constitutional Constitutional Constitution,0.0,neutral
35,35,marah rakyat bendung akibat tindak wenang putus mk mkmk rakyat kecewa kpu selenggara negara kait batas usia capres cawspres tata demo depan kantor kpu orderbarureborn ,Angry People's Bendung Due to Acts of Decretion MK MKMK People Disappointed KPU Selegara State Hook Age Limits of CAWSPRES Candidates for Demo Front of KPU Office OrderBarureBorn,-0.4583333333333333,negative
36,36,masyarakat percaya mk pasca putus batas usia caprescawapres ,the community believes that the MK after breaking up the age limit of the Presidential Candidate,0.0,neutral
37,37,teddgus putus mk batas usia capres amp cawapres paksa laku secept kilat jg masuk ciri curang sih bang turut andai putus laku u periode milu brikutnya polarisasi ngak akn terjdi apes sedang ya gibran anak pakde,"Teddgus broke up the age limit of the AMP Vice Presidential Candidate forced to sell the lightning as well as the cheating characteristics, but if it broke up, I was able to do the polarization period, the polarization would not be unfortunate.",-0.1,negative
38,38,ganjar dukung melki ketua bem ui duga intimidasi akibat kritik putus mk batas usia capres cawapres ganjar pesan melki juang suara benar cc ganjarpranowo ganjarmahfud ,Ganjar Supports Melki Chairman of BEM UI suspected of intimidation due to the criticism of breaking up the age limit of the Vice Presidential Candidate Ganjar Melki Melki Votes correct CC Ganjarpranowo Ganjarmahfud,-0.125,negative
39,39,putus mk batas usia capres cawapres asosiasi acara indonesiaas ingat ,Breaking up the age limit of the Vice Presidential Candidates for the Indonesian Event Association Remember,0.0,neutral
40,40,tempodotco goblokputusan mk batas usia caprescawapres anak paduka gugat mk gibran cawapres batas usia gugat mk,Tempodotco Goblokputputsi Mk age limit for the presidential candidate of the presidential candidate for the mk gibran vice presidential age limit of the MK age,0.0,neutral
41,41,sebut kerap kali kait putus mk batas usia capres cawapresprabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,"Call often the hook is broken, the age limit of the candidate for the candidate of the vapresprabowogibranist special Prabowogemoy with the actions of the Prabowo Subianto",-0.0214285714285714,negative
42,42,habiburokhman sebut putus mahkamah konstitusi mk nomor puuxxi kait batas usia capres cawapres ikat prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,Habiburokhman calls the Constitutional Court of Constitutional Court MK number PUUXXI Hook Age Limits of the Vice President Prabowogibranist Special Prabowogemoy with the Association of Prabowo Subianto,0.3571428571428571,positive
43,43,ketua bui official melki dek huang aku alami intimidasi aksi tolak putus mk kait batas usia caprescawapres ri oktober intimidasi warga kritik negara ancam merdeka dapat ,Chairperson of the Melki Official Melki Dek Huang I experienced intimidation of the action of rejecting broken mk hooks the age limit of the Presidential Candidate of the President of the Republic of Indonesia October Intimidation of the Criticism of the Criticism,0.1666666666666666,positive
44,44, sekretaris tim kampanye nasional tkn prabowo gibran nusron wahid respons nyata tum pdip megawati soekarnoputri sebut manipulasi hukum pasca putus mk kait batas usia minimal caprescawapres, Secretary of TKN National Campaign Team Prabowo Gibran Nusron Wahid Real Response TUM PDIP Megawati Soekarnoputri Calling Legal Manipulation After Breaking MK MK Hook Age Limit Minimum Presidential Candidates,0.2,positive
45,45,sekretaris tim kampanye nasional tkn prabowo gibran nusron wahid respons nyata tum pdip megawati soekarnoputri sebut manipulasi hukum pasca putus mk kait batas usia minimal caprescawapres prabowogibran ,Secretary of TKN National Campaign Team Prabowo Gibran Nusron Wahid Real Response TUM PDIP Megawati Soekarnoputri Calling Legal Manipulation after Decreased MK Hook Age Limit Minimum Presidential Candidate Prabowogibran President,0.0,neutral
46,46,pkpu kpu revisi atur batas usia minimum caprescawapres sesuai putus mk nomor puuxxi revisi putra sulung presiden jokowi gibran rakabuming penuh syarat cawapres damping prabowo subianto,PKPU KPU Revision Revised Age of the Minimum Age of the Presidential Candidate in accordance,0.0,neutral
47,47,selamat moga sukses kembali marwah percaya publik officialmkri putus gugat uji materi batas usia caprescawapres anulir putus mk ,Congratulations Moga Successful Marwah Trusting Public OfficialMKRI Disconnecting Testing Material Testing Age Limits of the Presidential Candidate for the President,0.375,positive
48,48,samimawon jg prajurit prabowo mmg setiajimly ubah putus mk batas usia capres laku ,Samimawon Jg Prabowo Soldier MMG Setiajimly Changing Breaking Mk Mk Age Limits of Candidates,0.0,neutral
49,49,putus mk batas usia caprescawapres megawati bukti manipulasi hukum putusanmk megawati manipulasihukum ,Breaking up the age limit of the Presidential Candidates Megawati Proof of the Legal Manipulation of the decision of the Megawati Manipulasukukum,0.2,positive
50,50,anwar usman copot ketua mk yusril putus batas usia caprescawapres final klik baca kompascom baca berita iklan download aplikasi ,Anwar Usman Copot Chairman of MK Yusril Disconnect Age Limits of Candidate Candidate Final Click Read Kompascom Read News Advertisements Download Applications,0.0,neutral
51,51,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
52,52,libat partai politik koalisi prabowo putus mk batas usia capres cawapres cawapres prabowogibran prabu cawapresboneka cawapreskarbit dinastipolitikjokowi jokowi muak fizi gus mus intel bpjs tokyo dome ,Libul Political Party Prabowo coalition broke the age limit of the vice presidential candidate vice presidential candidate Prabowogibran Prabu Cawresboneka Cawreskarbit Dinastipolitik Jokowi Jokowi fed up fizi gus music intel BPJS Tokyo Tokyo Dome,0.0,neutral
53,53,pidato hati nurani megawati soekarnoputri tegas putus mk batas usia capres via briefdotid pdiperjuangan pidatohatinurani,Speech of conscience Megawati Soekarnoputri firmly broke up the age limit of the presidential candidate via Briefdotid PDIPERJUAN KUMATOHATINURANI,-0.2,negative
54,54,tpn ganjarmahfud pidato megawati bahas putus mk batas usia capres temponasional,TPN Ganjarmahfud Speech Megawati Discussing Breaking Mk Age Limits of Temponational Candidates,0.0,neutral
55,55,branperubahan putus mk batas usia caprescawapres laku tanggap mu bran ,Brane Changes Breaking Mk Age Limits of the Presidential Candidate for MU Response,0.0,neutral
56,56,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
57,57,putus mk nomor batas usia capres cawapres prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,Breaking the MK Limits of the age limit of the Vice Presidential Candidate Prabowogibranist Special with the actions of Prabowogemoy Prabowo Subianto,0.3571428571428571,positive
58,58,video mk baca putus gugat batas usia caprescawapres ,Video Mk Read Breaks up Deadline for the Candidate for Presidential Candidates,0.0,neutral
59,59,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
60,60,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
61,61,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
62,62,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
63,63,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
64,64,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
65,65,putus mk batas usia caprescawapres masalah ,Breaking up the age limit of the presidential candidate,0.0,neutral
66,66,opini kait putus mk batas usia capres cawapres bijak teliti perkara lihat salah hukum ,Decreased hook opinion mk age limit of vice presidential candidates wisely careful cases see wrong law,-0.3333333333333333,negative
67,67,parah intervensi kekuasaaan ruang hukum drama mahkamah konstitusi kait duga intervensi putus mk batas usia caprescawapres,severe intervention in the rules of the law space of the drama of the Constitutional Court Kait suspected that the intervention was broken,-0.4,negative
68,68,lolot uji uu usia caprescawapres batas maksimal tolak mk bagus uji uu usia minimal tolak ubah mk mk proses langgar etik hakim konstitusi hasil putus mk payah ,Lolot Test of the Candidates for the Candidate for the Candidate for the maximum limit to reject the MK Good MK Test the Minimum Age Law Reject the MK MK Process of the Ethics of the Ethics of the Constitutional Justice,0.7,positive
69,69,martinusbutarb letak blunder nya mkmk hak anulir putus anggap cacat prosedur putus laku ubah putus mk batas usia capres ,martinusbutarb the location of the blunder mkmk the right to break up considering the disability of the procedure for breaking the breakdown,0.2857142857142857,positive
70,70,jimly wahiduddin adams bintan r saragih bukti layak amanah pimpin mkmk penuh hormat kongkalikong putus mk officialmkri kait batas usia caprescawapres ikut bahas bedaheditorial ,Jimly Wahiduddin Adams Bintan R Saragih Evidence of Mandate to Lead MKMK Respect Kongkalikong Disconnect MK OfficialMKRI Hooks the age limit of the Presidential Candidate for the Candidate for Discussion of Dahaditorial,0.0,neutral
71,71,ketua bem ui melki dek huang aku keluarga intimidasi aparat tni polri duga intimidasi lantar kritisi putus mahkamah konstitusi mk batas usia caprescawapres lt ketuabemui intimidasi ,"Chairman of BEM UI Melki Dek Huang I am a family of intimidation of the Indonesian National Police, suspected intimidation of the criticism of the Constitutional Court of Constitutional Court MK Age of the Candidate for the Presidential Candidate",0.0,neutral
72,72,pasang prabowogibran putus mk batas usia caprescawapres anggap masyarakat moral putus ketua mk anwar usman copot mkmk gibran sikeras maju cawapres gibran bicara copot ,Install Prabowogibran Breaking Mk The age limit of the Presidential Candidate Candidate considers the Moral Community Disconnect Chairperson of MK Anwar Usman Copot Mkmk Gibran Sikeraras Maju Vice President Gibran Talks Talking,0.0,neutral
73,73,pasang ganjarmahfud putus mk batas usia caprescawapres anggap masyarakat moral putus anggap dinasti politik karpet merah gibran cawapres ganjar soal putus mk ,Install Ganjarmahfud Disconnect MK Limits of the Candidate for Presidential Candidate Candidate Considering the Moral Society Disconnect Considering the Political Dynasty of the Red Carpet Gibran Vice President Ganjar about the MK Disconnect,0.0,neutral
74,74,putus mk kait batas usia minimal caprescawapres diiketuai anwar usman cacat hukum gibran cawapres ilegal ,Breaking MK Hooks the minimum age limit of the presidential candidate presidentially admired by Anwar Usman legally flawed by illegal vice presidential vice president,-0.5,negative
75,75,ganjar pranowo laku putus mahkamah konstitusi mk nomor kait batas syarat usia caprescawapres ,Ganjar Pranowo Disconnect Constitutional Court MK MK Numbers Limits of Candidate Candidates for Presidential Candidates,0.0,neutral
76,76,ketua partai golkar airlangga hartarto sebut rapat salah satu bahas putus mahkamah konstitusi mk batas usia caprescawapres karpet merah gibran rakabuming raka bersamaindonesiamaju prabowogibranistimewa prabowogemoy,Golkar Party Chair Airlangga Hartarto said that the meeting of one of the disclosure of the Constitutional Court of MK MK Age Limits of the Presidential Candidate of the Red Carpet Gibran RakaBuming Raka with NonesiDonesiaMaju Prabowogibran Special Prabowogemoy,0.1785714285714285,positive
77,77,nurdin halid analogi putus mk batas usia caprescawapres gol tangan tuhan maradona airlanggahartarto kuningkeren prabowogibran partaigolkar golkarpedia ,Nurdin Halid Analogy Decided MK Age Limits of Presidential Candidates for the Gol Gol of the Hand of God Maradona Airlanggaharto Kuningkeren Prabowogibran Golkarpedia Party,0.0,neutral
78,78,agus gumiwang pecat anwar usman bukti intervensi putus mk batas usia caprescawapres airlanggahartarto kuningkeren prabowogibran partaigolkar golkarpedia ,Agus Gumiwang Penitan Anwar Usman Proof of Disconnect Intervention MK Age Limits of Presidential Candidate Candidate Airlanggaharto Kuningkeren PrabowoGibran Golkarpedia,0.0,neutral
79,79,produk putus mk batas usia caprescawapres masalah imbas calon gibran rakabuming amat ek gibranrakabuming batasusiacaprescawapres pilpres mkmk,Products Breaking Mk Limits of Candidate Candidates for Presidential Candidates for the Impact of Candidates for Gibran Rakabuming Very Ek Gibranrakabuming Limits of Presidential Candidates Presidential Election MKMK,0.2,positive
80,80,ketua mk anwar usman majelis mkmk wenang nilai putus mk nomor puuxxi batas usia caprescawapres rendah pernahsedang duduk jabat pilih milu pilih kepala daerah,Chairman of MK Anwar Usman Council of MKMK Wenang Decreased Mk Puuxxi Number of Low Candidate Candidate Limits Limits Sitting to Select Milu Choose the Regional Head,-0.2,negative
81,81,batas usia capres cawapres mahkamah konstitusi officialmkri akibat polemik putus bentuk mkmk majelis hormat mahkamah konstitusi putus jatuh sanksi berat henti larang adil perkara mk,The age limit of the Vice Presidential Candidate for the Constitutional Court of the OfficialMKRI Due to the Polemic Disconnect Form of the MKMK Council of the Constitutional Court Breaks Fall Sanctions Stopping forbidden Fair MK case,0.2875,positive
82,82,terahirpejuang lhayesno xquitavee kaesangp psi id lha hakim mk au doang ngapain target serang au doang anda hakim mk tolak sikap beda au gol putus batas usia caprescawapres tanya langgar,The last Lhayesno Xquitavee Kaesangp PSI ID Lha Hakim Au Au doang Au's target of Au doang you judge MK Reject Different Attitude Au Gol Disconnect Age Limits Age Candidate for Presidential Candidate Ask Langgar,0.0,neutral
83,83, intimidasi duga kait gera mahasiswa kritisi putus mahkamah konstitusi mk kait syarat minimal batas usia caprescawapres, intimidation suspects student hooks Criticians withdraw the Constitutional Court of MK MK Hook Minimum Requirements for the Age of the Presidential Candidates,0.0,neutral
84,84,intimidasi mahasiswa kritik putus mk kait batas usia capres cawapres gibran prabowo dinastipolitikjokowi jokowi kamimuak cawapresnboneka anak bem cawapres cacat hukum prabowo anti buruh arkhan kaka ,Intimidation Student Criticism Disconnect MK Age Limits of Vice Presidential Candidate Gibran Prabowo Dinastipolitik Jokowi Jokowi Kamimuak Cawresnboneka Bem Vice President's Legal Defective Prabowo Anti Labor Arkhan Kaka,0.2,positive
85,85,langkah calon gibran sorot ketua mk sandung langgar berat putus kait batas usia capres cawapres cawapres cacat hukum ,"the steps of the candidate for gibran highlighted the head of the Constitutional Court Sunggar, the weight of the weight breaking up the age limit of the Vice Presidential Candidate candidate",0.0,neutral
86,86,proses calon gibran cacat hukum ketua mk langgar berat putus mk kait batas usia capres cawapres gibran dinastipolitikjokowi jokowi kamimuak cawapresnboneka cawapres cacat hukum prabowo anti buruh bmth anak bem bodoh ,"The process of candidate for gibran legally flawed by the head of the Constitutional Court, the weight of Disconnect MK, the age limit of the vice presidential candidate, Gibran Dinastipolitik Jokowi Jokowi Kamimuak Vice President Vice President of the Vice President is legally flawed",-0.5,negative
87,87,koalisi masyarakat sipil kawal milu demokratis nilai putus mkmk tanda putus mk batas usia minimal capres cawapres cacat hukum prosedural substansial ,Coalition of Civil Society Guard Democratic Miluity of Disconnect Value MKMK Signs of Breaks,0.0,neutral
88,88,ketua bem ui ramai bincang protes putus mk batas usia caprescawapres podcast idola anak muda ganjarpranowo mohmahfudmd arsjadrasjid ganjarmahfud ,Chairman of BEM UI Crowded Talking Protest Breaking Mk Age Limits of Candidate Candidate Podcast Idol Young Ganjarpranowo Mohmahfudmd Arsjadrasjid Ganjarmahfud,0.1,positive
89,89,melki dek duga intimidasi hubung kritik mahasiswa putus mahkamah konstitusi mk kait syarat minimal batas usia caprescawapres ,Melki Dek suspects Intimidation Criticism of Student Criticism Breaking the Constitutional Court of MK MK Hook Minimum Conditions for the Age of the Presidential Candidates,0.0,neutral
90,90,koalisi masyarakat sipil kawal milu demokratis nilai putus majelis hormat mahkamah konstitusi mkmk tanda putus mk batas usia minimal capres cawapres cacat hukum prosedural substansial ,Coalition of Civil Society Guards Democratic Milu Value of Decret Value of Respectful Council of the Constitutional Court of MKMK,0.5,positive
91,91,ketua partai golkar airlangga hartarto sebut rapat salah satu bahas putus mahkamah konstitusi mk batas usia caprescawapres karpet merah gibran rakabuming raka bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo,Golkar Party Chairperson Airlangga Hartarto said that one of the discusses of the Constitutional Court of MK MK Age Limits of the Red Candidate Candidate Gibran Raka Raka with NonesiDonesiaMaju Prabowogibran Special Prabowogemoy Prabowo,0.1785714285714285,positive
92,92,syarat minimal batas usia caprescawapres kecam tindak intimidasi aparat pertahanankeamanan ketua bem ui keluarga hubung ekspresi kritik tolak putus mk mumuluskan langkah pencawapresan gibran,Minimum requirements for the age limit of the Presidential Candidate for the Candidate for the Action of Intimidation for the Defense Apparatus for the Chairperson of the BEM UI Family Connecting Expression of Critics Rejecting Decision,0.1,positive
93,93,smrc warga nilai putus mk cawapres adil persen warga indonesia nilai putus mahkamah konstitusi mk batas usia calon presiden capres wakil hukumkriminal cawapres putusanmk survei via beritajatimcom,SMRC Residents The value of breaking the mk vice president is fair percent Indonesian citizens of the Constitutional Court of Constitutional Court MK Age Limits of Presidential Candidate Candidates for Criminal Investigation Criminal Investigation Vice Presidential Decisions Survey Via Beritajatimcom,-0.0333333333333333,negative
94,94,melki duga intimidasi tali protes laku gera mahasiswa kait putus mahkamah konstitusi mk kait syarat minimal batas usia caprescawapres,Melki suspects intimidation of protesting cords of student hooks in broken Constitutional Court of Constitutional Court.,-0.4,negative
95,95,persen responden nilai putus mk batas usia capres cawapres adil persen nilai putus penuh gibran cawapres rakyat pintar lihat nepotisme ,Percent of Respondents Breaking Value Mk Age Limits of Vice Presidential Candidates Fair Percent of Full Value of Gibran Vice President Smart People See Nepotism,0.4214285714285713,positive
96,96,cawapres cacat hukum koalisi masyarakat sipil kawal milu demokratis nilai putus majelis hormat mahkamah konstitusi mkmk tanda putus mk batas usia minimal capres cawapres cacat hukum prosedural substansial ,vice presidentially flawed Coalition Civil Society Guard Democratic Value of Decret Value of Respectful Council of the Constitutional Court of MKMK MK Signs of MK MK Age Minimum Limits,0.0,neutral
97,97,i gede palguna mantan hakim mk putus mk kait batas usia caprescawapres anulir sanksi etik gibran maju daftar kpu prabowo gibran gaza bella hadid charlotte scarlett ,I Gede Palguna former MK judges broke up the age limit of the Candidate for the Presidential Candidate Anulid Ethics Sanctions Gibran Maju List Prabowo Gibran Gaza Bella Hadid Charlotte Scarlett,0.0,neutral
98,98,sanksi etik layang salah hakim mk pengaruh putus mk kait review batas usia caprescawapres gibran gibran maju themarvels yoona sore jumat ,Ethics Sanctions Flying Wrong Judge MK Effects of Breaking Mk Hook Review Age Limits of Candidate Candidate Gibran Gibran Maju TheMemarvels Yoona evening Friday,-0.5,negative
99,99,kacamata nota bene dukung pencapresan gibran cawapres lihat general proses putus mk putus bagai tuntut batas usia caprescawapres etika administrasi klaim cawapres,"Glasses Note Bene Supports Gibran Vice Presidential Programmers See General The process of breaking up, broke up like demanding the age limit of the presidential candidate ethics administration of vice presidential claims",0.05,positive
100,100,pakar hukum tata negara yusril ihza mahendra nilai putus mk kabul batas usia caprescawapres merupakn cacat hukum serius ketua partai bintang menyampaikankeputusan kontroversial cawapres cacat hukum ,Constitutional Law Expert Yusril Ihza Mahendra Value of Breaking MK Kabul Age Limits of the Presidential Candidate for Presidential Candidates are Legal Legal Defects,0.2,positive
101,101,mas gibran sengaja jegal isu putus mk kait batas usia capres cawapres nusron gibran kait gibran themarvels bitcoin nzvssl gibran maju ,Mas Gibran deliberately Jegal the issue of breaking up the age of the age limit of the vice presidential candidate Nusron Gibran Gibran Gibran TheMemarvels Bitcoin Nzvsl Gibran advanced,0.4,positive
